0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label,person
-619.64892578125,51.669036865234375,-39.547447204589844,33.06413650512695,-10.692082405090332,13.515205383300781,-19.622398376464844,-2.370286464691162,-1.8122402429580688,-7.748324871063232,-3.540743112564087,-4.385156154632568,2.5357539653778076,-11.725171089172363,5.907807350158691,-6.754593849182129,-2.746488571166992,-0.4242077171802521,-3.6566100120544434,0.37313365936279297,-4.332956790924072,3.8188438415527344,-4.538928508758545,0.6737033128738403,-1.3399862051010132,-3.4187188148498535,-3.2230844497680664,-3.2913711071014404,-2.4742467403411865,-4.841562271118164,1.2268695831298828,-1.2261900901794434,3.4976260662078857,1.1039857864379883,1.4955660104751587,0.2637631893157959,-2.652315139770508,-0.5139418244361877,-3.0824975967407227,0.498714804649353,0,AdriaM
-305.4069482798332,1.776088324244676,-2.591493150077969,1.58833028117932,1.8161502630227642,-1.2804039928081061,-4.578398962158805,-1.8319023028087564,-0.986156285303095,-2.4115202300574947,-2.1317557521922583,-0.40156074678113796,-0.3803539812427502,-1.9296711393541308,-0.5428822648192896,-0.7104507437578285,-1.1118244503513863,-0.08346210221487334,-0.4141501358065851,-0.030848015032182662,0.027793187540119144,-0.36691136172010236,-0.7325829386560442,-0.05884077638407375,0.14118884653773428,-1.1771573092224368,-0.9662249841790628,-0.6174790939149989,-0.7014322505292808,-0.3575947582602294,0.18029613244682713,1.05765630055469,1.9778498661302282,1.859717735653276,1.5739827009908005,1.0966467242007731,0.3173111749015408,-0.6413619817052549,-0.4029145543277703,-0.015153958901495516,0,AdriaM
-657.8569946289062,30.959997177124023,-26.817651748657227,28.49044418334961,-14.948538780212402,1.2015124559402466,-24.81148338317871,9.748457908630371,-15.564838409423828,1.970827579498291,-7.739490985870361,2.841334819793701,-12.472108840942383,7.252038478851318,-12.357759475708008,2.796989917755127,-3.6879658699035645,-1.0709110498428345,-2.0551328659057617,-1.3061996698379517,-5.034283638000488,-5.180122375488281,-2.017881155014038,-6.03721284866333,2.6350884437561035,0.09722378104925156,3.4826667308807373,0.8228940367698669,1.3859790563583374,-5.941931247711182,-0.4402812719345093,-4.428580284118652,2.0963194370269775,-2.3876917362213135,1.0948635339736938,-4.306179523468018,-1.7569500207901,-3.3844871520996094,-0.8530057072639465,-2.605093002319336,0,AdriaM
-638.5742797851562,48.569366455078125,-38.47703170776367,31.736515045166016,-9.133018493652344,11.23955249786377,-18.827102661132812,-3.5502610206604004,-2.1871352195739746,-7.9979729652404785,-3.4712412357330322,-3.536370277404785,1.8812928199768066,-11.417098045349121,5.806399345397949,-6.727156162261963,-3.4827587604522705,0.056906215846538544,-3.8586061000823975,0.2762358486652374,-3.8974246978759766,3.193141222000122,-4.7798967361450195,0.18354065716266632,-0.7127975225448608,-3.3088717460632324,-3.051781177520752,-3.1806483268737793,-2.722029209136963,-5.05147647857666,0.9705459475517273,-0.8939634561538696,3.687410354614258,1.6752598285675049,1.8077542781829834,0.6016568541526794,-2.7254278659820557,-0.3399012088775635,-2.7501072883605957,1.1691371202468872,0,AdriaM
-595.4940185546875,71.79768371582031,-34.5709228515625,32.284584045410156,-10.405999183654785,14.777629852294922,-18.955957412719727,-1.5064603090286255,-1.75872004032135,-6.942933082580566,-3.8681321144104004,-4.448431968688965,1.7778223752975464,-12.937959671020508,4.045083045959473,-8.101468086242676,-3.13338565826416,-0.9586002230644226,-4.116607189178467,-0.27220261096954346,-5.1882643699646,0.955578625202179,-7.900061130523682,-1.0712827444076538,-0.9459698796272278,-2.862971782684326,-3.7346177101135254,-4.252533912658691,-3.7078030109405518,-5.987578392028809,-0.8488821387290955,-2.9822890758514404,2.6152241230010986,1.6420472860336304,2.240443468093872,0.531896710395813,-2.663527250289917,-0.7885838150978088,-3.018887519836426,0.36138445138931274,0,AdriaM
-601.8038940429688,70.6921157836914,-31.59234619140625,33.856964111328125,-10.411128997802734,15.672088623046875,-18.048511505126953,-1.6646122932434082,-0.9867213368415833,-5.999964237213135,-2.2732009887695312,-4.614455699920654,1.4836820363998413,-12.429142951965332,6.20742654800415,-5.682162761688232,-0.7496822476387024,1.4089040756225586,-2.5699050426483154,0.04415406286716461,-5.508210182189941,3.12126088142395,-4.906186103820801,1.02092444896698,-1.02190101146698,-3.454918384552002,-3.761653184890747,-4.352407932281494,-3.139869451522827,-5.156781196594238,1.14363431930542,-1.369071125984192,3.617445707321167,2.0074546337127686,2.874742031097412,1.3855783939361572,-2.1982336044311523,-0.5163456797599792,-3.551342248916626,-0.023786574602127075,0,AdriaM
-600.897705078125,68.7594223022461,-37.329586029052734,32.27122116088867,-6.892270088195801,16.97083282470703,-21.19122886657715,-4.934706687927246,-0.46129703521728516,-4.369924545288086,-2.5448622703552246,-5.709239959716797,1.9386125802993774,-10.653483390808105,7.333442687988281,-5.771021366119385,-2.193706512451172,-0.44029125571250916,-3.683964252471924,1.1777141094207764,-3.8478379249572754,2.0197842121124268,-7.213693618774414,0.040013935416936874,-0.5320398211479187,-3.427377700805664,-4.231484889984131,-4.117462635040283,-2.504603147506714,-4.592976093292236,0.8159682154655457,-2.213667869567871,2.6327431201934814,0.4038790166378021,0.6619882583618164,-0.5483167767524719,-2.793774366378784,0.03941788151860237,-2.6413698196411133,0.21884196996688843,0,AdriaM
-599.2945556640625,72.33902740478516,-32.782920837402344,34.1330451965332,-8.495375633239746,16.024394989013672,-18.77550506591797,-2.316380262374878,-0.7434816360473633,-5.292079925537109,-1.19881010055542,-3.42611026763916,2.7851388454437256,-11.147359848022461,6.711824417114258,-5.957212924957275,-1.4971685409545898,1.6950417757034302,-0.8375763893127441,3.1404495239257812,-2.4981932640075684,4.1998982429504395,-5.557719707489014,-0.9163006544113159,-2.5261967182159424,-4.10249137878418,-4.228261947631836,-5.11012601852417,-4.394209861755371,-6.112852573394775,0.1453622728586197,-2.698801279067993,2.2184927463531494,0.4956209659576416,0.7799513339996338,-0.8902274966239929,-3.025371551513672,0.5187515020370483,-2.0269880294799805,0.13453762233257294,0,AdriaM
-431.1580505371094,63.307533264160156,-59.088905334472656,54.31503677368164,-40.02019119262695,35.21763229370117,-37.53456115722656,18.546672821044922,-15.770244598388672,3.7102458477020264,-4.589134216308594,-4.34763240814209,6.396230697631836,-13.689005851745605,12.570002555847168,-12.827510833740234,9.260411262512207,-9.32551097869873,6.10257625579834,-4.591855525970459,1.052187204360962,1.899768352508545,-3.903890371322632,4.416138648986816,-6.5254807472229,4.80088472366333,-8.419124603271484,4.804003715515137,-6.150341987609863,2.066300868988037,-0.9441252946853638,1.0448310375213623,4.120180130004883,-0.5584843754768372,5.988044261932373,-2.9337575435638428,4.712100028991699,-4.565950870513916,3.2646842002868652,-2.130305767059326,0,AdriaM
-262.9667053222656,2.399482488632202,-3.4138619899749756,3.4744105339050293,0.0008999751298688352,1.8669447898864746,-4.616413593292236,0.1557694375514984,-3.76434588432312,-0.19551943242549896,-3.236185312271118,1.7665717601776123,-2.0027687549591064,0.5413392186164856,-2.332256317138672,1.4909454584121704,-2.599403142929077,2.0686018466949463,-2.0085718631744385,1.6107094287872314,-2.0921988487243652,1.678645372390747,-2.1120669841766357,1.6661947965621948,-2.2131361961364746,1.0146929025650024,-2.4061291217803955,1.3309659957885742,-2.5422208309173584,1.5015406608581543,-1.472077488899231,2.4750428199768066,-0.4680003821849823,3.1108527183532715,-0.32487359642982483,2.5008347034454346,-1.502588152885437,1.0923656225204468,-1.7602198123931885,1.6470208168029785,0,AdriaM
