0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,label,person
-619.64892578125,51.669036865234375,-39.547447204589844,33.06413650512695,-10.692082405090332,13.515205383300781,-19.622398376464844,-2.370286464691162,-1.8122402429580688,-7.748324871063232,-3.540743112564087,-4.385156154632568,2.5357539653778076,-11.725171089172363,5.907807350158691,-6.754593849182129,-2.746488571166992,-0.4242077171802521,-3.6566100120544434,0.37313365936279297,-4.332956790924072,3.8188438415527344,-4.538928508758545,0.6737033128738403,-1.3399862051010132,-3.4187188148498535,-3.2230844497680664,-3.2913711071014404,-2.4742467403411865,-4.841562271118164,1.2268695831298828,-1.2261900901794434,3.4976260662078857,1.1039857864379883,1.4955660104751587,0.2637631893157959,-2.652315139770508,-0.5139418244361877,-3.0824975967407227,0.498714804649353,0.33968386054039,0.32834702730178833,0.3532663583755493,0.41521093249320984,0.32150140404701233,0.26564842462539673,0.3013428747653961,0.36237022280693054,0.3683522045612335,0.31271204352378845,0.27199694514274597,0.28904426097869873,20.26266100626179,15.35799661173958,17.43967588170105,16.301469372946272,18.798960117853444,18.85043083092727,48.18699993218477,0.14117713341346153,0.0032088495790958405,112.34714673913044,0,AdriaM
-305.88607996502503,2.3960089247849283,-2.161687834384561,2.2494522283673573,2.552569848805394,-1.0075355332438238,-4.893614266497983,-2.079341342474244,-0.8601462089620249,-2.890924415663135,-2.513965849870672,-0.7193673759796613,-0.41216378485004523,-1.4701146068915167,0.759566698937548,-0.45805662479632614,-2.1184751092072913,-0.1425659444139407,-0.4685834790796577,-0.1421236062000119,0.10323495885871403,-0.36745135256204153,-0.7806737994909779,-1.2429859175025881,-0.3110834402254919,-1.0328889429285615,-0.7348117419476359,-0.3835589048180683,-1.025922105733347,-0.6667189105865374,0.562286268518194,1.074923537358814,2.0859119547135223,2.238223973685863,1.494335296090315,1.2575383954255064,0.3569167796225432,-0.32813654479250903,-0.425029226942486,-0.5514125032260311,0.695074278896401,0.7332496223862,0.7073358112112139,0.7201723068767594,0.7302056613078284,0.6353046275974866,0.5847692277496357,0.6399810865838901,0.6448571790436466,0.6446195564081636,0.6170713070865211,0.654011502090547,10.637302432163274,11.664469633325249,13.45103346775125,12.69959189464409,14.300227893177386,14.050264137793974,13.542450535681963,0.437939453125,0.006776272319257259,107.666015625,0,AdriaM
-657.8569946289062,30.959997177124023,-26.817651748657227,28.49044418334961,-14.948538780212402,1.2015124559402466,-24.81148338317871,9.748457908630371,-15.564838409423828,1.970827579498291,-7.739490985870361,2.841334819793701,-12.472108840942383,7.252038478851318,-12.357759475708008,2.796989917755127,-3.6879658699035645,-1.0709110498428345,-2.0551328659057617,-1.3061996698379517,-5.034283638000488,-5.180122375488281,-2.017881155014038,-6.03721284866333,2.6350884437561035,0.09722378104925156,3.4826667308807373,0.8228940367698669,1.3859790563583374,-5.941931247711182,-0.4402812719345093,-4.428580284118652,2.0963194370269775,-2.3876917362213135,1.0948635339736938,-4.306179523468018,-1.7569500207901,-3.3844871520996094,-0.8530057072639465,-2.605093002319336,0.4067707359790802,0.3614984154701233,0.2728760838508606,0.2903831899166107,0.34350311756134033,0.3413069248199463,0.32296258211135864,0.3943115770816803,0.3587842583656311,0.2868214547634125,0.3005390465259552,0.3632415235042572,20.26043766054475,16.388068438781772,18.730902430018627,18.2234374077658,19.38326299343911,19.076472490340397,53.51985882497274,0.1910945012019231,0.0021649631671607494,112.34714673913044,0,AdriaM
-638.5742797851562,48.569366455078125,-38.47703170776367,31.736515045166016,-9.133018493652344,11.23955249786377,-18.827102661132812,-3.5502610206604004,-2.1871352195739746,-7.9979729652404785,-3.4712412357330322,-3.536370277404785,1.8812928199768066,-11.417098045349121,5.806399345397949,-6.727156162261963,-3.4827587604522705,0.056906215846538544,-3.8586061000823975,0.2762358486652374,-3.8974246978759766,3.193141222000122,-4.7798967361450195,0.18354065716266632,-0.7127975225448608,-3.3088717460632324,-3.051781177520752,-3.1806483268737793,-2.722029209136963,-5.05147647857666,0.9705459475517273,-0.8939634561538696,3.687410354614258,1.6752598285675049,1.8077542781829834,0.6016568541526794,-2.7254278659820557,-0.3399012088775635,-2.7501072883605957,1.1691371202468872,0.30430465936660767,0.35807156562805176,0.32909634709358215,0.3701004981994629,0.41494160890579224,0.30151596665382385,0.27996596693992615,0.3372003436088562,0.35695773363113403,0.3277186453342438,0.2692292332649231,0.2793272137641907,21.93522063262761,17.17019937323949,19.42471082392204,17.63282430876018,20.56898149046718,20.328871100885056,49.46456156828812,0.15443250868055555,0.0023501350078731775,89.10290948275862,0,AdriaM
-595.4940185546875,71.79768371582031,-34.5709228515625,32.284584045410156,-10.405999183654785,14.777629852294922,-18.955957412719727,-1.5064603090286255,-1.75872004032135,-6.942933082580566,-3.8681321144104004,-4.448431968688965,1.7778223752975464,-12.937959671020508,4.045083045959473,-8.101468086242676,-3.13338565826416,-0.9586002230644226,-4.116607189178467,-0.27220261096954346,-5.1882643699646,0.955578625202179,-7.900061130523682,-1.0712827444076538,-0.9459698796272278,-2.862971782684326,-3.7346177101135254,-4.252533912658691,-3.7078030109405518,-5.987578392028809,-0.8488821387290955,-2.9822890758514404,2.6152241230010986,1.6420472860336304,2.240443468093872,0.531896710395813,-2.663527250289917,-0.7885838150978088,-3.018887519836426,0.36138445138931274,0.5088043808937073,0.4941102862358093,0.557067334651947,0.5533154010772705,0.4553110599517822,0.4453451931476593,0.5437628626823425,0.6041368842124939,0.5373359322547913,0.47876396775245667,0.426024854183197,0.4805927872657776,20.99214306369334,13.159653738338323,15.98104298943576,15.172431776566862,18.231569442699737,17.948614898589714,52.2527063018987,0.1688927283653846,0.0032785851508378983,123.046875,0,AdriaM
-601.8038940429688,70.6921157836914,-31.59234619140625,33.856964111328125,-10.411128997802734,15.672088623046875,-18.048511505126953,-1.6646122932434082,-0.9867213368415833,-5.999964237213135,-2.2732009887695312,-4.614455699920654,1.4836820363998413,-12.429142951965332,6.20742654800415,-5.682162761688232,-0.7496822476387024,1.4089040756225586,-2.5699050426483154,0.04415406286716461,-5.508210182189941,3.12126088142395,-4.906186103820801,1.02092444896698,-1.02190101146698,-3.454918384552002,-3.761653184890747,-4.352407932281494,-3.139869451522827,-5.156781196594238,1.14363431930542,-1.369071125984192,3.617445707321167,2.0074546337127686,2.874742031097412,1.3855783939361572,-2.1982336044311523,-0.5163456797599792,-3.551342248916626,-0.023786574602127075,0.40165185928344727,0.429850697517395,0.48130688071250916,0.5283315181732178,0.4643082022666931,0.42073529958724976,0.4531911313533783,0.5569950938224792,0.615484893321991,0.49838438630104065,0.3775669038295746,0.37682193517684937,20.728207721627836,12.995958171598035,16.146787477066518,15.143163337500528,18.29146442572286,17.896963265065978,51.67532042392498,0.16487379807692307,0.0032264741603285074,112.34714673913044,0,AdriaM
-600.897705078125,68.7594223022461,-37.329586029052734,32.27122116088867,-6.892270088195801,16.97083282470703,-21.19122886657715,-4.934706687927246,-0.46129703521728516,-4.369924545288086,-2.5448622703552246,-5.709239959716797,1.9386125802993774,-10.653483390808105,7.333442687988281,-5.771021366119385,-2.193706512451172,-0.44029125571250916,-3.683964252471924,1.1777141094207764,-3.8478379249572754,2.0197842121124268,-7.213693618774414,0.040013935416936874,-0.5320398211479187,-3.427377700805664,-4.231484889984131,-4.117462635040283,-2.504603147506714,-4.592976093292236,0.8159682154655457,-2.213667869567871,2.6327431201934814,0.4038790166378021,0.6619882583618164,-0.5483167767524719,-2.793774366378784,0.03941788151860237,-2.6413698196411133,0.21884196996688843,0.4575762152671814,0.4123787581920624,0.4174831807613373,0.4739316999912262,0.41283509135246277,0.4454505443572998,0.5279875993728638,0.5944729447364807,0.4878429174423218,0.47033363580703735,0.42885276675224304,0.38326331973075867,20.548802131706097,13.114537878992689,16.071776550103422,15.980735240351196,18.81051716218571,18.20463366048765,52.57647632916441,0.1770695612980769,0.0032253689132630825,112.34714673913044,0,AdriaM
-599.2945556640625,72.33902740478516,-32.782920837402344,34.1330451965332,-8.495375633239746,16.024394989013672,-18.77550506591797,-2.316380262374878,-0.7434816360473633,-5.292079925537109,-1.19881010055542,-3.42611026763916,2.7851388454437256,-11.147359848022461,6.711824417114258,-5.957212924957275,-1.4971685409545898,1.6950417757034302,-0.8375763893127441,3.1404495239257812,-2.4981932640075684,4.1998982429504395,-5.557719707489014,-0.9163006544113159,-2.5261967182159424,-4.10249137878418,-4.228261947631836,-5.11012601852417,-4.394209861755371,-6.112852573394775,0.1453622728586197,-2.698801279067993,2.2184927463531494,0.4956209659576416,0.7799513339996338,-0.8902274966239929,-3.025371551513672,0.5187515020370483,-2.0269880294799805,0.13453762233257294,0.42977163195610046,0.44152161478996277,0.5031752586364746,0.566923201084137,0.5133252143859863,0.5363831520080566,0.4806685149669647,0.5046956539154053,0.4318835735321045,0.36643317341804504,0.33244556188583374,0.3547126054763794,21.466127940115207,13.944156410259247,16.480129402698505,15.102945648747822,18.95601897648106,18.159360548848056,52.49544628892764,0.15707256610576922,0.003237001597881317,112.34714673913044,0,AdriaM
-431.1580505371094,63.307533264160156,-59.088905334472656,54.31503677368164,-40.02019119262695,35.21763229370117,-37.53456115722656,18.546672821044922,-15.770244598388672,3.7102458477020264,-4.589134216308594,-4.34763240814209,6.396230697631836,-13.689005851745605,12.570002555847168,-12.827510833740234,9.260411262512207,-9.32551097869873,6.10257625579834,-4.591855525970459,1.052187204360962,1.899768352508545,-3.903890371322632,4.416138648986816,-6.5254807472229,4.80088472366333,-8.419124603271484,4.804003715515137,-6.150341987609863,2.066300868988037,-0.9441252946853638,1.0448310375213623,4.120180130004883,-0.5584843754768372,5.988044261932373,-2.9337575435638428,4.712100028991699,-4.565950870513916,3.2646842002868652,-2.130305767059326,0.5261613130569458,0.5737003087997437,0.5810271501541138,0.6157475709915161,0.644996166229248,0.5931736826896667,0.6116088032722473,0.6730228662490845,0.7020814418792725,0.6834513545036316,0.6367435455322266,0.5429210066795349,11.972830405140103,12.309906601582242,14.35614240614418,13.634618302616763,15.221726108447339,14.326902411624994,69.06142935980351,0.3627178485576923,0.004095840267837048,151.99908088235293,0,AdriaM
-262.9667053222656,2.399482488632202,-3.4138619899749756,3.4744105339050293,0.0008999751298688352,1.8669447898864746,-4.616413593292236,0.1557694375514984,-3.76434588432312,-0.19551943242549896,-3.236185312271118,1.7665717601776123,-2.0027687549591064,0.5413392186164856,-2.332256317138672,1.4909454584121704,-2.599403142929077,2.0686018466949463,-2.0085718631744385,1.6107094287872314,-2.0921988487243652,1.678645372390747,-2.1120669841766357,1.6661947965621948,-2.2131361961364746,1.0146929025650024,-2.4061291217803955,1.3309659957885742,-2.5422208309173584,1.5015406608581543,-1.472077488899231,2.4750428199768066,-0.4680003821849823,3.1108527183532715,-0.32487359642982483,2.5008347034454346,-1.502588152885437,1.0923656225204468,-1.7602198123931885,1.6470208168029785,0.7362387180328369,0.7358798384666443,0.7807188034057617,0.7930421233177185,0.6796642541885376,0.6136983036994934,0.6354565620422363,0.6855216026306152,0.7146763801574707,0.6901340484619141,0.6807050108909607,0.7011966705322266,10.692367006738053,11.37635780021203,13.816232129739422,12.54001475466838,14.32729122264467,13.802743860098749,42.920596646245485,0.43876953125,0.009370869025588036,103.359375,0,AdriaM
